object_id,total_tender_awarded_value
21-372-03559,8693497.0
21-372-03566,398454.57
21-374-03578,107655.0
21-376-03488,9768641.0
21-376-03491,97765798.0
21-376-03492,10685207.0
21-376-03493,43579050.0
21-376-03495,130856.02
21-376-03498,26472834.0
21-376-03502,27604482.0
21-376-03509,19127304.904
21-377-03304,816513.02
21-377-03305,1251681.4
21-378-03323,18156665.8
21-379-03434,12887205.0
21-379-03437,3760338.0
21-379-03438,3669453.0
21-380-03391,4000803.0
21-382-03400,820740.94
21-385-03527,227649.0
21-386-03456,4843545.56
21-386-03457,18422299.0
21-386-03460,442502.0
21-387-03544,86789683.0
21-388-03370,7165068.0
21-388-03383,13162685.0
21-389-03358,2899264.49
21-390-03424,7163444.0
21-390-03425,5991670.0
21-390-03429,5733402.0
21-390-03430,3354856.0
21-390-03433,12850793.0
21-393-03292,2712582.0
21-394-03531,46287764.0
21-394-03532,23450759.0
21-394-03533,42113398.0
21-394-03534,22010531.0
21-394-03535,122405579.0
21-395-03413,37759584.0
21-396-03550,605309.0
21-397-03517,3901426.23
21-398-03466,8066785.0
21-398-03467,7329199.0
21-398-03470,78309454.0
21-398-03471,19667433.0
21-398-03474,33084294.0
21-398-03475,48903915.0
21-398-03476,32175592.0
21-398-03478,16580076.0
21-398-03479,14979629.0
